št;maticna;skd_pod;leto;f01;f02;f03;f04;f05;f06;f07;f08;f09;f10;f11;f12;f13;f14;f15;f16;f17;f18;f19;f21;f22;f23;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f35;f36;f37;f38;f39;f40;f41;f42;f43;f44;f46;f47;default
5183;6665284000;I;2017;0,06;0,03;0,04;0,01;1,02;1,01;20146,01;588,15;0,03;0,28;0,00;1,90;1,97;1,50;0,49;3,71;0,44;0,19;0,08;0,49;0,52;0,94;5,76;0,01;0,56;0,00;0,10;0,90;0,00;0,90;0,00;2,49;17,08;4,22;2,93;5,51;0,28;0,05;0,13;0,25;0,22;-0,01;-0,46;10,67;0,00
5184;2124840000;I;2015;0,06;0,01;0,26;0,06;1,10;1,06;22966,18;2364,71;0,01;0,12;0,00;0,09;0,09;0,09;0,00;0,43;-0,54;-3,02;0,00;0,22;0,78;0,28;17,09;0,19;11,45;0,00;0,95;0,05;0,00;0,05;0,00;0,15;3,68;0,17;1,62;0,00;0,35;1,12;0,21;0,27;-0,28;0,02;0,11;11,71;0,00
5185;6991335000;I;2017;0,03;0,02;-0,02;-0,02;1,00;0,99;14093,16;65,52;-0,17;0,00;0,00;1,49;2,10;1,49;0,00;1,80;0,52;0,05;0,00;0,52;0,48;1,10;150,00;0,00;0,48;0,00;0,00;1,00;0,00;1,00;0,06;10,86;85,28;15,05;11,03;20,81;0,50;0,02;0,24;0,50;0,02;0,22;0,36;9,61;0,00
5186;2345854000;I;2014;-0,15;-0,05;0,02;-0,02;0,99;0,98;18086,36;-1614,77;-0,09;-0,25;0,00;0,50;1,01;0,22;0,29;0,84;0,00;0,00;0,02;0,34;0,66;0,51;6,85;0,39;1,00;0,00;0,73;0,27;0,00;0,27;0,13;4,12;57,96;14,47;15,83;256,31;0,68;0,04;0,18;0,28;-0,12;0,14;-1,00;10,18;0,00
5187;6336868000;I;2017;-2,00;-0,17;-0,08;-0,10;0,91;0,91;10081,70;-7808,34;-0,22;-0,11;1,00;0,77;1,19;0,08;0,88;1,21;0,12;0,06;0,20;-0,24;1,24;-0,19;150,00;0,61;0,84;1,00;0,00;0,53;0,00;0,74;-0,59;1,60;3,73;1,84;2,22;275,17;-0,91;-0,26;-0,57;-0,46;-0,40;1,71;-0,61;11,19;0,00
5188;1701754000;I;2015;-0,14;-0,08;0,02;-0,03;0,97;0,97;34225,75;-12702,00;-0,07;0,59;0,00;0,37;0,51;0,16;0,90;0,65;-0,22;-0,08;0,04;0,52;0,48;1,10;7,66;0,02;1,94;0,00;0,72;0,24;0,00;0,24;0,22;2,75;42,11;41,43;11,83;0,00;0,13;0,02;0,06;0,12;0,06;0,12;-1,00;13,40;0,00
5189;5739837000;I;2015;0,01;0,01;0,00;0,00;1,00;1,00;15063,75;71,88;0,01;-0,25;0,00;0,58;0,86;0,12;0,46;1,52;-0,08;-0,03;0,09;0,46;0,54;0,85;99,87;0,00;1,16;0,00;0,14;0,08;0,00;0,47;-0,45;3,24;21,29;4,13;0,00;0,00;-0,20;-0,04;-0,11;-0,20;0,32;-0,12;-0,35;9,97;0,00
5190;3625281000;I;2016;-2,00;-0,05;0,05;-0,02;0,97;0,98;18554,00;636,33;-0,04;-0,58;1,00;0,01;0,11;0,00;0,00;0,20;-0,72;-0,43;0,00;0,07;0,93;0,07;10,39;0,13;9,44;0,00;0,90;0,07;0,00;0,09;0,00;1,59;181,15;1,69;22,10;0,00;-0,27;-0,13;-0,22;-0,23;-0,12;-0,23;0,64;10,59;0,00
5191;2138735000;I;2013;0,21;0,13;0,11;0,09;1,10;1,10;18554,00;636,33;0,17;0,00;0,00;23,32;26,36;13,47;12,11;26,41;0,91;0,55;0,39;0,97;0,03;30,18;0,21;0,00;0,03;0,00;0,01;0,99;0,00;0,99;-1,32;1,68;2,73;46,24;1,55;2,84;4,32;0,05;0,09;3,01;-0,08;-0,50;0,50;9,10;0,00
5192;5658551000;I;2015;0,12;0,07;0,11;0,06;1,06;1,06;19937,00;2554,00;0,07;0,00;0,00;1,43;1,74;1,41;0,02;1,07;0,10;0,08;0,00;0,58;0,42;1,38;3,22;0,29;0,59;0,00;0,43;0,23;0,35;0,23;0,00;1,27;256,09;5,57;6,31;25,89;1,02;0,11;0,13;0,32;0,08;0,11;1,00;10,58;0,00
5193;5342279000;I;2015;0,01;0,00;0,59;0,01;1,01;1,01;18554,00;636,33;0,00;-0,04;0,00;12,21;12,21;0,30;11,91;1,04;0,04;0,41;0,44;0,04;0,96;0,04;16,64;0,96;0,08;0,00;0,96;0,05;0,00;0,05;-0,02;0,09;1,12;1,68;0,46;1,41;6,00;1,01;0,10;0,10;-0,13;0,04;-0,38;12,04;0,00
5194;6618952000;I;2014;1,39;0,20;0,03;0,03;1,04;1,04;17665,37;1582,41;0,12;0,00;0,00;0,80;1,13;0,43;0,37;0,45;0,12;0,03;0,09;0,14;0,86;0,17;7,11;0,00;0,88;0,00;0,03;0,93;0,04;0,97;1,00;7,04;22,38;5,61;7,33;61,18;0,41;0,10;0,35;0,41;0,02;0,07;1,00;12,05;0,00
5195;3362043000;I;2015;0,19;0,09;0,02;0,02;1,02;1,02;15887,82;1037,56;0,10;0,25;0,00;0,32;0,41;0,17;0,17;0,60;-0,29;-0,05;0,01;0,51;0,50;1,02;4,83;0,00;2,42;0,00;0,01;0,16;0,04;0,21;0,00;5,56;67,08;9,08;31,99;0,00;0,04;0,00;0,02;0,04;0,02;-0,01;-0,12;12,45;0,00
5196;6497128000;I;2015;-0,74;-0,08;0,00;0,00;0,98;1,00;18554,00;636,33;0,00;-0,44;1,00;1,00;1,05;0,76;0,24;0,96;0,05;0,01;0,04;0,09;0,91;0,10;94,30;0,00;0,95;0,00;0,04;0,45;0,51;0,96;0,00;4,70;45,36;5,25;8,10;66,85;-0,84;-0,12;-0,77;-0,84;-0,39;0,16;0,62;9,38;0,00
5197;5903530000;I;2017;-0,15;-0,02;0,04;-0,03;0,96;0,97;18775,03;-2783,08;-0,01;0,01;1,00;0,84;0,89;0,00;0,87;0,91;-0,05;-0,12;0,91;0,09;0,91;0,10;58,44;0,52;1,13;0,00;0,64;0,35;0,01;0,35;0,00;0,41;1,65;0,98;1,46;0,00;0,00;-0,01;0,00;0,00;0,25;0,01;0,18;13,57;0,00
5198;5904293000;I;2014;0,06;0,03;0,13;0,02;1,04;1,02;23237,77;2556,23;0,02;0,57;0,00;0,76;0,80;0,27;1,39;0,87;-0,07;-0,07;0,17;0,61;0,39;1,59;2,89;0,02;1,31;0,00;0,37;0,26;0,27;0,28;0,02;0,95;4,94;4,76;3,25;0,00;0,39;0,13;0,14;0,35;-0,15;0,02;1,00;13,81;0,00
5199;2188236000;I;2016;-0,08;-0,04;0,39;-0,30;0,74;0,77;18554,00;636,33;-0,03;-0,04;1,00;15,10;15,10;0,00;12,11;0,99;0,03;0,31;0,33;0,35;0,65;0,53;19,13;0,65;0,07;0,00;0,09;0,03;0,88;0,03;-1,46;0,06;2,44;3,55;1,48;3,74;-2,82;-0,06;-0,01;-0,01;-0,45;0,13;0,22;15,03;0,00
5200;6131921000;I;2015;-0,07;-0,02;0,03;0,00;1,00;1,00;20051,16;-275,52;-0,01;0,18;0,00;0,88;1,23;0,24;0,69;0,94;0,08;0,02;0,05;0,25;0,75;0,33;6,64;0,41;0,82;0,00;0,11;0,42;0,00;0,42;0,15;3,73;19,50;8,21;9,00;49,08;0,05;0,00;0,02;0,02;-0,14;-0,03;-1,00;11,76;0,00
5201;1420763000;I;2014;-2,00;0,06;0,02;0,01;1,01;1,01;34704,00;6364,00;0,06;-0,55;0,00;0,49;0,76;0,01;0,49;-0,72;-0,30;-0,07;0,14;-0,48;1,48;-0,32;18,48;0,21;1,32;1,00;0,03;0,96;0,00;0,96;-1,46;4,62;9,52;3,46;5,61;0,00;0,03;0,01;0,04;0,03;0,04;0,09;1,00;11,63;0,00
5202;5255204000;I;2014;0,00;0,00;0,17;0,00;1,00;1,00;25203,00;9,67;0,00;0,00;0,00;2,18;3,80;1,33;0,85;1,06;0,09;0,21;0,07;0,25;0,75;0,34;10,10;0,71;0,28;0,00;0,86;0,11;0,00;0,13;0,03;0,38;16,79;5,20;3,81;5,04;1,79;0,14;0,06;0,08;-0,05;0,11;-0,91;12,83;0,00
5203;5971225000;I;2013;-2,00;-0,21;-0,40;-0,47;0,67;0,68;10539,60;-15271,80;-0,22;-0,15;1,00;1,13;1,13;0,23;1,02;1,58;0,09;0,20;1,42;-0,33;1,33;-0,25;150,00;0,59;0,89;1,00;0,16;0,73;0,11;0,84;-0,21;0,43;0,61;0,54;0,77;2,43;0,25;0,39;0,18;0,14;-0,18;-0,15;-0,11;12,68;1,00
5204;6535780000;I;2014;-2,00;-0,76;-0,07;-0,07;0,94;0,94;7689,67;-7846,20;-0,38;0,00;0,00;0,51;0,76;0,24;0,29;-0,82;-0,31;-0,06;0,06;-0,28;1,28;-0,22;150,00;0,00;1,32;1,00;0,03;0,97;0,00;0,97;1,28;11,21;31,79;8,52;12,34;0,00;0,16;0,04;0,20;0,16;0,02;0,07;-1,00;11,24;0,00
5205;7036272000;I;2016;0,21;0,14;0,02;0,02;1,02;1,02;18653,90;4413,05;0,08;0,00;0,00;1,53;2,00;1,47;0,06;1,43;0,34;0,06;0,00;0,66;0,34;1,95;4,22;0,00;0,50;0,00;0,00;0,66;0,30;0,68;0,00;11,08;570,61;30,88;16,53;32,66;0,62;0,04;0,21;0,62;0,02;0,07;1,00;9,45;0,00
5206;6971393000;I;2016;-2,00;-2,72;-0,85;-1,38;0,42;0,42;-2957,45;-11786,54;-2,66;0,00;1,00;0,37;0,37;0,33;0,04;0,84;-1,71;-1,06;0,07;-1,71;2,71;-0,63;150,00;0,00;2,71;1,00;0,00;0,11;0,89;1,00;0,06;1,65;28,67;1,69;68,95;0,00;-0,03;-0,05;-0,07;-0,03;0,05;0,07;-1,00;8,97;0,00
5207;6719368000;I;2015;0,14;0,01;0,01;0,01;1,01;1,01;45530,00;11060,00;0,01;0,00;0,00;0,48;0,53;0,34;0,31;0,24;-0,41;-0,78;0,23;0,04;0,97;0,04;177,10;0,10;1,89;0,00;0,54;0,43;0,03;0,46;1,00;1,01;8,73;2,58;2,42;0,00;0,27;0,45;0,23;0,24;11,82;0,07;1,00;12,40;0,00
5208;6842640000;I;2017;0,05;0,04;0,01;0,01;1,01;1,01;8313,48;790,16;0,04;0,25;0,00;23,32;26,36;13,47;3,77;0,84;0,91;0,24;0,02;0,97;0,03;30,18;0,38;0,00;0,03;0,00;0,00;1,00;0,00;1,00;0,06;3,76;137,80;29,03;5,75;7,04;-2,64;-0,01;-0,04;-2,64;-0,14;0,03;-0,74;9,39;0,00
5209;6833373000;I;2017;-2,00;-0,52;-0,09;-0,10;0,91;0,91;11615,74;-4427,46;-0,57;-0,64;1,00;0,42;0,56;0,28;0,14;-1,13;-0,64;-0,11;0,04;-0,97;1,97;-0,49;150,00;0,54;1,80;1,00;0,19;0,78;0,00;0,80;0,00;4,91;10,92;2,45;6,78;0,00;0,12;0,03;0,17;0,09;-0,21;0,48;-0,08;10,30;0,00
5210;6174558000;I;2015;0,01;0,00;0,05;0,00;1,00;1,00;17894,71;69,41;0,01;0,14;0,00;0,08;0,16;0,07;0,02;0,33;-0,58;-0,25;0,00;0,31;0,69;0,45;5,83;0,00;6,19;0,00;0,13;0,11;0,00;0,11;0,12;1,98;16,68;2,40;10,25;0,00;-0,05;-0,02;-0,04;-0,05;-0,25;-0,21;-0,99;10,71;0,00
5211;5897718000;I;2016;-0,14;-0,13;-0,04;-1,38;0,42;0,42;18554,00;636,33;-0,15;0,69;1,00;12,65;13,81;8,19;4,68;1,29;0,24;2,03;2,63;0,97;0,03;30,18;150,00;0,00;0,07;0,00;0,05;0,11;0,83;0,26;0,06;0,02;0,40;1,49;0,26;0,09;0,66;0,44;0,01;0,66;-0,24;-0,33;-0,73;14,02;0,00
5212;2181398000;I;2013;-2,00;-0,06;-0,06;-0,12;0,89;0,89;7658,40;-4941,60;-0,06;-0,03;1,00;0,00;0,11;0,00;0,00;0,45;-0,49;-0,97;0,00;-0,05;1,05;-0,05;150,00;0,50;9,35;1,00;0,94;0,06;0,00;0,06;0,02;0,50;19,88;1,05;10,73;0,00;-0,26;-0,28;-0,14;-0,14;0,00;3,05;-0,57;12,22;0,00
5213;1510819000;I;2017;0,14;0,06;0,31;0,19;1,18;1,24;39437,81;8972,47;0,08;0,37;0,00;2,32;2,35;0,60;3,27;1,22;0,16;0,37;0,47;0,43;0,57;0,74;4,31;0,46;0,43;0,00;0,37;0,24;0,39;0,28;0,02;0,43;2,24;3,24;1,41;2,99;0,63;0,17;0,08;0,13;0,03;0,00;-0,13;14,20;0,00
5214;1277758000;I;2015;0,08;0,02;0,28;0,10;1,07;1,11;21874,81;2460,25;0,04;0,20;0,00;0,28;0,33;0,13;0,26;0,94;-0,06;-0,14;0,03;0,29;0,72;0,40;6,29;0,63;3,05;0,00;0,97;0,02;0,01;0,03;0,00;0,39;40,41;2,77;9,91;0,00;0,42;0,09;0,04;0,05;-0,08;-0,12;0,03;13,70;0,00
5215;1973088000;I;2015;0,21;0,06;0,35;0,24;1,25;1,31;56001,00;22426,00;0,07;0,03;0,00;0,31;0,33;0,02;1,14;0,91;-0,08;-0,27;0,12;0,30;0,70;0,43;6,58;0,58;3,05;0,00;0,96;0,04;0,00;0,04;0,03;0,31;10,66;5,65;6,11;0,00;0,69;0,28;0,09;0,12;0,01;0,09;0,29;12,87;0,00
5216;5924995000;I;2015;0,18;0,00;0,06;0,02;1,00;1,02;24442,11;263,73;0,03;-0,01;0,00;0,14;0,42;0,04;0,16;0,48;-0,32;-0,25;0,04;0,01;0,99;0,01;11,97;0,44;2,38;0,00;0,76;0,23;0,00;0,24;0,07;1,32;30,37;2,72;5,72;0,00;-0,08;-0,03;-0,04;-0,04;0,04;-0,06;-0,77;13,77;0,00
5217;3308197000;I;2013;-2,00;-0,35;-0,25;-0,36;0,76;0,74;18554,00;636,33;-1,60;-10,18;0,00;0,05;0,05;0,03;0,03;-15,90;-8,93;-1,99;0,05;-8,40;9,40;-0,89;150,00;0,00;19,92;1,00;0,53;0,47;0,00;0,47;0,97;1,10;31,21;0,45;2,00;0,00;-0,47;-0,99;-3,59;-0,47;-0,80;-0,78;-1,00;7,76;0,00
5218;6547974000;I;2016;0,34;0,16;0,04;0,03;1,03;1,03;19679,41;1134,10;0,17;0,24;0,00;1,38;1,49;0,93;0,45;1,67;0,25;0,04;0,04;0,49;0,51;0,98;2,28;0,00;0,67;0,00;0,24;0,75;0,00;0,75;0,56;6,13;26,16;6,56;8,56;38,93;0,47;0,04;0,24;0,47;0,23;0,24;-0,43;11,19;0,00
5219;3993884000;I;2015;-2,00;-0,43;-0,05;-0,07;0,93;0,93;18877,78;-27266,67;-1,44;-5,24;1,00;0,18;0,18;0,18;0,00;-4,96;-2,52;-0,13;0,00;-2,20;3,20;-0,69;150,00;0,00;5,74;1,00;0,00;0,19;0,37;0,56;-0,82;5,80;21,06;5,42;15,03;0,00;-1,27;-0,20;-3,59;-1,22;-0,80;-0,52;0,65;7,54;0,00
5220;2162750000;I;2013;0,00;0,00;0,19;-0,10;0,87;0,91;91812,50;-54433,33;0,00;-0,05;1,00;3,41;3,52;3,33;0,09;1,00;0,00;0,10;0,00;0,93;0,07;12,74;15,89;0,07;0,28;0,00;0,99;0,00;0,00;0,00;0,01;0,02;13,47;9,45;3,69;6,10;5,13;0,20;0,01;0,07;0,00;0,74;0,38;15,76;0,00
5221;2259427000;I;2013;-0,09;-0,06;-0,19;-0,27;0,78;0,79;-10698,28;-47131,03;-0,05;0,00;0,00;0,31;0,37;0,04;0,52;0,72;-0,23;-1,15;0,50;0,64;0,36;1,77;150,00;0,00;2,73;0,00;0,86;0,13;0,00;0,13;0,09;0,18;2,29;1,20;2,04;0,00;-0,09;-0,16;-0,03;-0,09;0,11;-0,38;-1,00;13,04;0,00
5222;3984494000;I;2013;-2,00;-0,01;0,08;0,01;1,00;1,01;18554,00;636,33;0,02;-0,85;1,00;0,27;0,27;0,00;0,27;-0,04;-0,75;-0,39;0,14;-0,03;1,03;-0,03;6,62;0,00;3,72;1,00;0,72;0,28;0,00;0,28;0,00;1,40;5,29;2,11;2,98;0,00;0,78;0,41;0,81;0,78;-0,44;0,52;0,97;9,11;0,00
5223;6827802000;I;2016;-6,19;-0,75;-0,09;-0,09;0,92;0,92;9444,84;-3633,09;-0,49;0,00;0,00;0,38;0,55;0,25;0,14;-0,47;-0,56;-0,10;0,03;-0,25;1,25;-0,20;150,00;0,00;1,82;1,00;0,08;0,68;0,24;0,68;0,28;8,20;42,09;6,32;15,36;0,00;0,31;0,07;0,38;0,31;2,04;38,16;-1,00;10,34;1,00
5224;6490905000;I;2017;-2,00;-0,61;-0,68;-1,36;0,43;0,43;-14179,68;-64813,36;-0,73;0,12;0,00;0,06;0,07;0,01;0,14;-0,13;-1,05;-1,95;0,12;-0,56;1,56;-0,36;150,00;0,45;15,35;1,00;0,88;0,06;0,03;0,07;0,19;0,44;3,47;2,00;4,90;0,00;-0,16;-0,34;-0,18;-0,12;-0,30;-0,60;-1,00;12,00;0,00
5225;3853306000;I;2015;-2,00;0,01;0,24;0,21;1,07;1,26;110242,11;25452,63;0,01;-0,09;0,00;0,11;0,11;0,05;0,09;0,92;-0,08;-1,46;0,09;-0,09;1,09;-0,08;81,89;1,00;9,15;1,00;0,99;0,01;0,00;0,01;0,99;0,08;21,10;0,91;6,33;0,00;0,33;0,54;0,03;0,03;11,82;-0,02;0,86;14,10;0,00
5226;6677665000;I;2017;0,41;0,23;0,17;0,15;1,16;1,18;32048,72;10325,88;0,25;0,20;0,00;2,21;2,21;2,02;0,23;3,95;0,46;0,28;0,04;0,55;0,45;1,23;1,58;0,07;0,45;0,00;0,16;0,09;0,76;0,85;0,20;2,04;32,81;4,24;19,67;4,93;0,86;0,20;0,33;0,73;0,62;0,19;-0,04;12,87;0,00
5227;6437672000;I;2015;0,31;0,00;0,08;0,08;1,08;1,09;15196,50;1849,65;0,00;0,00;0,00;0,03;0,03;0,00;0,07;0,85;-0,15;-11,02;0,52;0,00;1,00;0,00;305,50;0,84;29,37;0,00;0,99;0,00;0,00;0,01;0,36;0,02;1,34;0,07;1,30;0,00;0,28;1,12;0,04;0,04;0,55;16,15;1,00;15,10;0,00
5228;6286704000;I;2017;0,37;0,27;0,21;0,20;1,24;1,25;35824,96;12008,02;0,29;0,44;0,00;1,64;1,73;0,05;1,65;1,34;0,20;0,14;0,31;0,72;0,28;2,55;0,94;0,00;0,58;0,00;0,03;0,49;0,48;0,49;0,07;1,69;6,12;3,16;4,41;103,11;-0,49;-0,10;-0,14;-0,49;0,41;0,36;0,13;11,93;0,00
5229;3578127000;I;2013;0,42;0,08;0,13;0,10;1,10;1,11;51073,91;19446,96;0,10;0,13;0,00;1,93;1,93;1,89;0,04;3,31;0,40;0,37;0,02;0,24;0,76;0,31;5,43;0,34;0,52;0,00;0,17;0,02;0,81;0,83;0,68;1,03;22,30;1,34;16,77;4,27;-0,58;-0,23;-0,25;-0,32;-0,06;-0,71;-0,18;12,52;0,00
5230;1581236000;I;2017;0,15;0,05;0,41;0,25;1,30;1,33;79704,14;24486,28;0,07;0,29;0,00;1,05;1,15;0,73;0,35;1,00;0,00;0,01;0,03;0,36;0,64;0,55;5,89;0,62;0,87;0,00;0,97;0,03;0,00;0,03;0,00;0,26;36,72;4,72;6,86;86,46;3,85;0,37;0,10;0,15;-0,03;0,09;0,12;15,72;0,00
5231;7231474000;I;2017;0,66;0,39;0,11;0,11;1,13;1,13;6348,76;1246,89;0,24;0,00;0,00;2,43;2,43;2,43;0,00;0,84;0,59;0,28;0,00;0,59;0,41;1,43;1,71;0,00;0,41;0,00;0,00;0,00;0,97;1,00;0,06;4,28;19,88;5,56;93,36;7,28;1,47;0,28;0,61;1,47;0,02;0,07;1,00;9,86;0,00
5232;2161931000;I;2017;0,01;0,01;0,25;0,23;1,15;1,29;42645,29;10436,78;0,01;-0,09;0,00;0,56;0,57;0,24;0,51;0,99;-0,01;-0,20;0,14;0,53;0,47;1,13;34,12;0,44;1,77;0,00;0,87;0,01;0,00;0,01;0,00;0,06;4,52;1,33;2,50;0,00;0,33;0,15;0,01;0,02;-0,01;0,39;1,00;15,72;0,00
5233;6135528000;I;2013;-2,00;-0,14;-0,02;-0,14;0,81;0,88;8140,00;-8312,56;-0,09;-0,20;1,00;0,24;0,38;0,10;0,18;0,82;-0,14;-0,22;0,05;-0,31;1,31;-0,24;150,00;1,09;2,66;1,00;0,92;0,09;0,00;0,09;0,04;0,61;15,03;4,89;7,30;0,00;0,46;0,16;0,10;0,08;-0,09;307,45;0,15;12,30;0,00
5234;7109636000;I;2017;-0,13;-0,13;-0,07;-0,29;0,78;0,78;11518,89;-13244,58;-0,14;0,06;0,00;11,74;12,24;2,88;8,85;2,22;0,55;1,16;0,91;0,95;0,05;19,51;150,00;0,00;0,08;0,00;0,40;0,53;0,06;0,60;0,00;0,45;1,33;8,10;0,92;0,84;-3,44;-0,36;-0,17;-3,39;-0,11;-0,40;-1,00;11,48;0,00
5235;7198612000;I;2017;1,84;0,87;0,21;0,21;1,27;1,27;51513,15;25198,14;0,59;0,00;0,00;1,74;1,77;1,49;0,25;3,79;0,38;0,14;0,04;0,51;0,50;1,02;0,83;0,00;0,56;0,00;0,11;0,87;0,00;0,88;1,01;5,44;45,16;7,21;4,89;13,78;1,70;0,30;0,84;1,70;11,82;307,45;1,00;12,78;0,00
5236;1273019000;I;2016;0,00;0,00;0,00;0,00;1,00;1,00;14901,90;0,00;0,00;-1,49;0,00;0,10;1,13;0,10;0,00;0,82;0,07;0,01;0,00;0,46;0,54;0,84;72,66;0,00;0,89;0,00;0,00;0,22;0,00;0,61;0,06;1,82;572,32;1,19;39,39;34,33;-4,78;-0,96;-3,59;-3,39;-0,80;0,15;-1,00;8,75;0,00
5237;6556779000;I;2015;-0,21;-0,08;-0,05;-0,05;0,96;0,96;1357,60;-2214,40;-0,09;0,20;0,00;2,20;2,42;2,20;0,00;3,90;0,59;0,33;0,00;0,35;0,65;0,55;150,00;0,00;0,65;0,00;0,00;0,09;0,91;1,00;0,06;1,67;1561,68;3,48;3,73;3,13;-0,15;-0,04;-0,06;-0,10;-0,13;0,32;-1,00;10,39;0,00
5238;6465820000;I;2014;-1,71;-0,85;-0,60;-0,70;0,69;0,59;-14179,68;-34190,00;-1,11;-0,01;1,00;0,69;0,69;0,27;0,43;0,21;-0,28;-0,18;0,25;0,07;0,93;0,08;150,00;0,00;1,44;0,00;0,36;0,47;0,18;0,64;1,14;1,56;8,04;4,41;9,84;5,23;-0,32;-0,18;-0,29;-0,32;-0,04;4,72;-0,98;8,98;1,00
5239;6901158000;I;2015;0,07;0,01;0,01;0,01;1,01;1,01;17000,00;2530,00;0,01;0,00;0,00;0,68;1,19;0,62;0,07;0,45;0,15;0,13;0,04;0,21;0,79;0,26;70,49;0,00;0,84;0,00;0,06;0,95;0,00;0,95;1,06;2,32;47,43;3,00;2,43;15,41;0,38;0,26;0,30;0,38;0,02;0,07;1,00;10,54;0,00
5240;1827251000;I;2014;-2,00;-0,26;-0,70;-1,00;0,51;0,50;-2516,84;-18441,08;-0,15;-0,08;0,00;0,04;0,04;0,02;0,13;-0,21;-1,16;-7,74;0,17;-0,20;1,20;-0,17;150,00;0,00;25,38;1,00;0,95;0,05;0,00;0,05;0,99;0,26;7,63;1,31;3,75;0,00;-0,01;-0,08;-0,01;-0,01;6,12;-0,78;-1,00;12,82;0,00
5241;5602866000;I;2016;0,05;0,01;0,07;0,00;1,01;1,00;24674,68;351,69;0,00;-0,09;0,00;0,07;0,11;0,00;0,23;0,24;-0,69;-0,55;0,05;0,20;0,81;0,24;9,87;0,03;9,38;0,00;0,92;0,08;0,00;0,08;0,01;1,21;25,15;2,24;15,35;0,00;0,13;0,08;0,10;0,13;-0,06;0,00;1,00;12,53;0,00
5242;6525482000;I;2016;-0,07;-0,02;0,00;0,00;1,00;1,00;25212,02;-258,24;-0,02;0,00;0,00;0,52;0,72;0,48;0,05;0,49;-0,20;-0,02;0,00;0,31;0,70;0,44;150,00;0,00;1,39;0,00;0,02;0,49;0,00;0,50;0,00;8,83;308,60;9,57;18,67;0,00;0,04;0,00;0,02;0,04;-0,01;-0,04;-1,00;10,07;0,00
5243;1458612000;I;2016;0,23;0,03;0,33;0,21;1,24;1,27;26810,95;6229,43;0,04;0,10;0,00;0,29;0,29;0,21;0,20;0,97;-0,03;-0,17;0,02;0,15;0,85;0,18;13,38;0,81;3,42;0,00;0,99;0,01;0,00;0,01;0,04;0,19;32,28;3,28;6,97;0,00;1,53;0,36;0,07;0,08;0,01;-0,06;0,74;13,29;0,00
5244;2098920000;I;2014;-2,00;-0,10;0,86;0,24;0,42;1,31;18554,00;636,33;0,01;-0,61;1,00;0,28;0,28;0,00;0,67;0,50;-0,42;-7,19;2,63;-0,59;1,59;-0,37;28,57;1,01;3,54;1,00;0,84;0,17;0,00;0,17;0,00;0,06;0,68;0,04;0,03;0,00;0,07;0,67;0,04;0,02;0,13;0,49;-0,90;13,03;0,00
5245;5562082000;I;2013;0,01;0,01;0,05;0,01;1,00;1,01;17234,00;140,00;0,01;0,19;0,00;2,96;2,98;0,53;2,43;2,24;0,44;0,17;0,20;0,78;0,22;3,53;1,75;0,00;0,34;0,00;0,34;0,66;0,00;0,66;0,46;2,70;5,51;9,71;4,37;6,32;0,58;0,05;0,13;0,58;0,06;0,13;-0,21;10,11;0,00
5246;3491684000;I;2016;0,11;0,05;-0,15;-0,18;1,03;0,85;9199,42;1082,37;-0,30;0,21;0,00;0,79;0,89;0,78;0,02;0,84;-0,05;-0,03;0,00;0,46;0,54;0,86;150,00;0,07;1,12;0,00;0,58;0,14;0,28;0,42;0,62;1,83;181,68;4,32;9,53;17,59;0,34;0,10;0,16;0,30;0,22;0,10;0,41;10,52;0,00
5247;5803322000;I;2016;-2,00;-0,98;-0,21;-0,25;0,86;0,80;4026,28;-5926,56;-4,89;-18,11;0,00;0,00;0,01;0,00;0,01;0,16;-16,69;-0,58;0,00;-18,53;19,53;-0,95;150,00;2,09;91,54;1,00;0,00;1,00;0,00;1,00;0,00;5,37;54,97;4,22;9,78;0,00;-0,15;-0,08;-3,59;-0,13;-0,80;-0,56;-1,00;7,54;1,00
5248;2153092000;I;2017;1,97;0,02;0,08;0,03;1,03;1,03;22429,97;1980,16;0,03;-0,01;0,00;0,09;0,29;0,00;0,08;0,70;-0,23;-0,29;0,03;0,02;0,98;0,02;14,89;0,66;3,42;0,00;0,89;0,09;0,00;0,09;0,01;0,75;36,99;2,21;11,80;0,00;0,53;0,22;0,17;0,17;0,03;-0,04;1,00;12,66;0,00
5249;6761259000;I;2017;0,25;0,14;0,08;0,07;1,08;1,08;20496,43;2845,91;0,15;0,11;0,00;2,00;2,12;1,98;0,03;7,83;0,52;0,25;0,01;0,54;0,47;1,15;3,03;0,00;0,47;0,00;0,02;0,21;0,78;0,99;0,00;2,45;230,90;3,22;12,91;4,48;0,76;0,17;0,35;0,76;0,49;0,07;0,47;10,10;0,00
5250;3705552000;I;2015;0,05;0,01;0,07;0,04;1,02;1,04;35591,50;2057,50;0,04;0,18;0,00;0,76;0,77;0,50;0,38;0,55;-0,18;-0,15;0,17;0,21;0,79;0,27;9,52;0,02;1,30;0,00;0,01;0,49;0,48;0,60;0,08;1,11;4,40;1,70;1,84;0,00;0,14;0,09;0,11;0,13;-0,09;-0,14;-0,49;12,81;0,00
